Class,Category,ID,Term,Genes,adj_pval
BC13,MF,GO:0022835,transmitter-gated channel activity,"Gabra1, Grin3a, Gria2, Gria4",0.00068048
BC13,MF,GO:0005516,calmodulin binding,"Unc13c, Plcb1, Map6, Slc8a1, Iqgap2, Mylk",0.000718712
BC13,MF,GO:0030506,ankyrin binding,"Sptb, Slc8a1, Atp1a1",0.000916799
BC13,MF,GO:0005230,extracellular ligand-gated ion channel activity,"Gabra1, Grin3a, Gria2, Gria4",0.001126206
BC13,MF,GO:0015085,calcium ion transmembrane transporter activity,"Itpr1, Slc8a1, Mcu, Grin3a, Cacna1g",0.001126206
BC13,MF,GO:0015276,ligand-gated ion channel activity,"Gabra1, Itpr1, Grin3a, Gria2, Gria4",0.001126206
BC13,MF,GO:0099106,ion channel regulator activity,"Itpr1, Prkcb, Nrxn1, Kcnab1, Nrxn2",0.001126206
BC13,MF,GO:0022834,ligand-gated channel activity,"Gabra1, Itpr1, Grin3a, Gria2, Gria4",0.001126206
BC13,MF,GO:0015081,sodium ion transmembrane transporter activity,"Slc8a1, Atp1a1, Scn8a, Gria2, Cacna1g",0.001305344
BC13,MF,GO:0016247,channel regulator activity,"Itpr1, Prkcb, Nrxn1, Kcnab1, Nrxn2",0.001305344
BC13,MF,GO:0099094,ligand-gated cation channel activity,"Itpr1, Grin3a, Gria2, Gria4",0.004069668
BC13,MF,GO:0005272,sodium channel activity,"Scn8a, Gria2, Cacna1g",0.004189591
BC13,MF,GO:0050839,cell adhesion molecule binding,"Ptprz1, Cdh18, Nrxn1, Kirrel, Nrxn2, Kirrel3",0.004189591
BC13,MF,GO:0005244,voltage-gated ion channel activity,"Kcnb2, Grin3a, Kcnab1, Scn8a, Cacna1g",0.004189591
BC13,MF,GO:0022832,voltage-gated channel activity,"Kcnb2, Grin3a, Kcnab1, Scn8a, Cacna1g",0.004189591
BC13,MF,GO:0005262,calcium channel activity,"Itpr1, Mcu, Grin3a, Cacna1g",0.00531575
BC13,MF,GO:0031402,sodium ion binding,"Atp1a1, Scn8a",0.005946304
BC13,MF,GO:0043121,neurotrophin binding,"Sort1, Ntrk3",0.006793194
BC13,MF,GO:0022843,voltage-gated cation channel activity,"Kcnb2, Grin3a, Kcnab1, Cacna1g",0.009772975
BC13,MF,GO:0005003,ephrin receptor activity,"Ntrk3, Epha5",0.009772975
BC13,MF,GO:0004653,polypeptide N-acetylgalactosaminyltransferase activity,"Galnt11, Galnt14",0.010687168
BC13,MF,GO:0044325,transmembrane transporter binding,"Itpr1, Slc8a1, Kcnb2, Kcnab1",0.010687168
BC13,MF,GO:0019838,growth factor binding,"Ptprz1, Sort1, Ntrk3, Epha5",0.01147431
BC13,MF,GO:0015079,potassium ion transmembrane transporter activity,"Kcnb2, Atp1a1, Kcnab1, Gria2",0.012585159
BC13,MF,GO:0005096,GTPase activator activity,"Plcb1, Rgl1, Srgap2, Iqgap2, Srgap3, Rap1gap2",0.015455065
BC13,MF,GO:0031420,alkali metal ion binding,"Atp1a1, Scn8a",0.015786025
BC13,MF,GO:0030695,GTPase regulator activity,"Plcb1, Rgl1, Srgap2, Iqgap2, Srgap3, Rap1gap2",0.017073053
BC13,MF,GO:0060589,nucleoside-triphosphatase regulator activity,"Plcb1, Rgl1, Srgap2, Iqgap2, Srgap3, Rap1gap2",0.017073053
BC13,MF,GO:0005112,Notch binding,"Galnt11, Dner",0.017073053
BC13,MF,GO:0005248,voltage-gated sodium channel activity,"Scn8a, Cacna1g",0.017073053
BC13,MF,GO:0004725,protein tyrosine phosphatase activity,"Ptprz1, Ptprn2, Ptpn13",0.025590351
BC13,MF,GO:0008376,acetylgalactosaminyltransferase activity,"Galnt11, Galnt14",0.028848536
BC13,MF,GO:0042578,phosphoric ester hydrolase activity,"Plcb1, Ptprz1, Ptprn2, Atp1a1, Ptpn13",0.037157458
BC13,MF,GO:0003729,mRNA binding,"Rbfox3, Eif3a, Nova2, Khdrbs3, Khdrbs2",0.040038155
BC13,MF,GO:0005267,potassium channel activity,"Kcnb2, Kcnab1, Gria2",0.040038155
BC13,MF,GO:0043548,phosphatidylinositol 3-kinase binding,"Atp1a1, Ptpn13",0.043040261
BC16,BP,GO:0050808,synapse organization,"Prkca, Asic2, Lrrtm4, Sdk1, Kalrn, Il1rap, Gpc6, Tanc1, Ntng1, Cttnbp2, Ank3, Mdga1, Nrg1, Sema3e",1.91E-06
BC16,BP,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,"Sdk1, Il1rap, Gpc6, Dab1, Ntng1, Mypn, Tgfb2, Mdga1, Nrg1",4.20E-05
BC16,BP,GO:0007409,axonogenesis,"Prkca, Kalrn, Ablim1, Dab1, Cntn4, Ntng1, Mypn, Tgfb2, Ank3, Prdm8, Nrg1, Sema3e",4.20E-05
BC16,BP,GO:0099560,synaptic membrane adhesion,"Il1rap, Gpc6, Ntng1, Mdga1, Nrg1",4.20E-05
BC16,BP,GO:0034765,regulation of ion transmembrane transport,"Prkca, Asic2, Rgs7, Calm1, Cacna2d3, Kcnh5, Adrb1, Tgfb2, Ank3, Pde4b, Hecw1, Stim2",4.20E-05
BC16,BP,GO:0050807,regulation of synapse organization,"Prkca, Asic2, Lrrtm4, Kalrn, Il1rap, Gpc6, Tanc1, Cttnbp2, Mdga1",8.12E-05
BC16,BP,GO:0007416,synapse assembly,"Prkca, Asic2, Lrrtm4, Sdk1, Il1rap, Gpc6, Mdga1, Nrg1",8.12E-05
BC16,BP,GO:0050803,regulation of synapse structure or activity,"Prkca, Asic2, Lrrtm4, Kalrn, Il1rap, Gpc6, Tanc1, Cttnbp2, Mdga1",8.13E-05
BC16,BP,GO:0007264,small GTPase mediated signal transduction,"Kalrn, Rapgef5, Ralgapa2, Dab1, Adrb1, Dock1, Tgfb2, Dgki, Rhoj, Nrg1",0.000361847
BC16,BP,GO:0007269,neurotransmitter secretion,"Prkca, Calm1, Syt9, Dgki, Lin7a, Snap25, Nr4a1",0.000551642
BC16,BP,GO:0099643,signal release from synapse,"Prkca, Calm1, Syt9, Dgki, Lin7a, Snap25, Nr4a1",0.000551642
BC16,BP,GO:0051963,regulation of synapse assembly,"Prkca, Asic2, Lrrtm4, Il1rap, Gpc6, Mdga1",0.000551642
BC16,BP,GO:0032412,regulation of ion transmembrane transporter activity,"Prkca, Asic2, Calm1, Adrb1, Ank3, Pde4b, Hecw1, Stim2",0.000588255
BC16,BP,GO:1990778,protein localization to cell periphery,"Kalrn, Efr3b, Gpc6, Dlg2, Kif13a, Gpr179, Ank3, Lin7a, Snap25",0.000592619
BC16,BP,GO:1904062,regulation of cation transmembrane transport,"Asic2, Rgs7, Calm1, Adrb1, Tgfb2, Ank3, Pde4b, Hecw1, Stim2",0.000622497
BC16,BP,GO:0022898,regulation of transmembrane transporter activity,"Prkca, Asic2, Calm1, Adrb1, Ank3, Pde4b, Hecw1, Stim2",0.000622497
BC16,BP,GO:0097120,receptor localization to synapse,"Cep112, Kalrn, Gpc6, Dlg2, Snap25",0.000624195
BC16,BP,GO:0008277,regulation of G protein-coupled receptor signaling pathway,"Rgs7, Slc24a4, Adrb1, Frmpd1, Pde4b, Pde10a",0.000722299
BC16,BP,GO:0032409,regulation of transporter activity,"Prkca, Asic2, Calm1, Adrb1, Ank3, Pde4b, Hecw1, Stim2",0.000746008
BC16,BP,GO:2001259,positive regulation of cation channel activity,"Asic2, Calm1, Adrb1, Ank3, Stim2",0.000883754
BC16,BP,GO:1901888,regulation of cell junction assembly,"Prkca, Asic2, Lrrtm4, Il1rap, Gpc6, Fmn1, Mdga1",0.000883754
BC16,BP,GO:0016358,dendrite development,"Sdk1, Kalrn, Il1rap, Prkg1, Dab1, Fmn1, Hecw1, Nrg1",0.000904324
BC16,BP,GO:0035418,protein localization to synapse,"Asic2, Kalrn, Gpc6, Dlg2, Snap25",0.000904324
BC16,BP,GO:0007611,learning or memory,"Prkca, Kalrn, Tanc1, Adrb1, Sorcs3, Dgki, Snap25, Nrg1",0.000947657
BC16,BP,GO:0043087,regulation of GTPase activity,"Rgs7, Kalrn, Ralgapa2, Prkg1, Adrb1, Gnao1, Dgki, Asap2",0.001113291
BC16,BP,GO:0006816,calcium ion transport,"Calm1, Cacna2d3, Slc24a4, Trpm1, Adrb1, Gnao1, Tgfb2, Pde4b, Stim2",0.001128574
BC16,BP,GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,"Kalrn, Gpc6, Dlg2, Snap25, Nrg1",0.001128574
BC16,BP,GO:0034329,cell junction assembly,"Prkca, Asic2, Lrrtm4, Sdk1, Il1rap, Gpc6, Fmn1, Mdga1, Nrg1",0.001171947
BC16,BP,GO:0010959,regulation of metal ion transport,"Rgs7, Calm1, Adrb1, Gnao1, Tgfb2, Ank3, Pde4b, Hecw1, Stim2",0.001171947
BC16,BP,GO:0006836,neurotransmitter transport,"Prkca, Calm1, Syt9, Dgki, Lin7a, Snap25, Nr4a1",0.001171947
BC16,BP,GO:0001667,ameboidal-type cell migration,"Prkca, Ptprr, Hdac9, Arid5b, Dock1, Tgfb2, Rhoj, Nr4a1, Sema3e",0.001171947
BC16,BP,GO:0006937,regulation of muscle contraction,"Prkca, Calm1, Prkg1, Adrb1, Pde4b, Nr4a1",0.001181519
BC16,BP,GO:1904064,positive regulation of cation transmembrane transport,"Asic2, Rgs7, Calm1, Adrb1, Ank3, Stim2",0.001366051
BC16,BP,GO:0007411,axon guidance,"Kalrn, Ablim1, Cntn4, Mypn, Tgfb2, Ank3, Sema3e",0.001366051
BC16,BP,GO:0097485,neuron projection guidance,"Kalrn, Ablim1, Cntn4, Mypn, Tgfb2, Ank3, Sema3e",0.001366051
BC16,BP,GO:0050890,cognition,"Prkca, Kalrn, Tanc1, Adrb1, Sorcs3, Dgki, Snap25, Nrg1",0.001366051
BC16,BP,GO:0001505,regulation of neurotransmitter levels,"Prkca, Calm1, Syt9, Dgki, Lin7a, Snap25, Nr4a1",0.001366051
BC16,BP,GO:0042391,regulation of membrane potential,"Asic2, Rgs7, Slc24a4, Kcnh5, Adrb1, Slc4a4, Kcnmb2, Ank3, Dgki",0.00137335
BC16,BP,GO:0043271,negative regulation of ion transport,"Prkca, Calm1, Gnao1, Tgfb2, Ank3, Hecw1",0.001443241
BC16,BP,GO:1903522,regulation of blood circulation,"Prkca, Asic2, Calm1, Adrb1, Gnao1, Tgfb2, Pde4b",0.001463151
BC16,BP,GO:0034766,negative regulation of ion transmembrane transport,"Prkca, Calm1, Tgfb2, Ank3, Hecw1",0.001463151
BC16,BP,GO:0031503,protein-containing complex localization,"Cep112, Kalrn, Gpc6, Ralgapa2, Dlg2, Snap25, Nrg1",0.001463151
BC16,BP,GO:2001257,regulation of cation channel activity,"Asic2, Calm1, Adrb1, Ank3, Pde4b, Stim2",0.001484837
BC16,BP,GO:1903539,protein localization to postsynaptic membrane,"Kalrn, Gpc6, Dlg2, Snap25",0.001685484
BC16,BP,GO:0106070,regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,"Adrb1, Pde4b, Pde10a",0.001729449
BC16,BP,GO:0062237,protein localization to postsynapse,"Kalrn, Gpc6, Dlg2, Snap25",0.001729449
BC16,BP,GO:0034767,positive regulation of ion transmembrane transport,"Asic2, Rgs7, Calm1, Adrb1, Ank3, Stim2",0.002005029
BC16,BP,GO:0008016,regulation of heart contraction,"Prkca, Calm1, Adrb1, Gnao1, Tgfb2, Pde4b",0.002040715
BC16,BP,GO:1902414,protein localization to cell junction,"Asic2, Kalrn, Gpc6, Dlg2, Snap25",0.002040715
BC16,BP,GO:1901890,positive regulation of cell junction assembly,"Prkca, Asic2, Lrrtm4, Il1rap, Fmn1",0.002423846
BC16,BP,GO:0070588,calcium ion transmembrane transport,"Calm1, Cacna2d3, Slc24a4, Adrb1, Tgfb2, Pde4b, Stim2",0.002423846
BC16,BP,GO:0032414,positive regulation of ion transmembrane transporter activity,"Asic2, Calm1, Adrb1, Ank3, Stim2",0.002524476
BC16,BP,GO:0010631,epithelial cell migration,"Prkca, Ptprr, Hdac9, Dock1, Tgfb2, Rhoj, Nr4a1",0.002871293
BC16,BP,GO:0090132,epithelium migration,"Prkca, Ptprr, Hdac9, Dock1, Tgfb2, Rhoj, Nr4a1",0.002935019
BC16,BP,GO:0090130,tissue migration,"Prkca, Ptprr, Hdac9, Dock1, Tgfb2, Rhoj, Nr4a1",0.003000286
BC16,BP,GO:0032411,positive regulation of transporter activity,"Asic2, Calm1, Adrb1, Ank3, Stim2",0.003137796
BC16,BP,GO:0042692,muscle cell differentiation,"Nebl, Hdac9, Tanc1, Adrb1, Adamts5, Mypn, Syne1, Nrg1",0.003332695
BC16,BP,GO:0051146,striated muscle cell differentiation,"Nebl, Hdac9, Tanc1, Adrb1, Adamts5, Mypn, Nrg1",0.003465769
BC16,BP,GO:0016079,synaptic vesicle exocytosis,"Prkca, Calm1, Syt9, Dgki, Snap25",0.003539912
BC16,BP,GO:0034763,negative regulation of transmembrane transport,"Prkca, Calm1, Tgfb2, Ank3, Hecw1",0.003600358
BC16,BP,GO:0007265,Ras protein signal transduction,"Kalrn, Ralgapa2, Adrb1, Tgfb2, Dgki, Rhoj, Nrg1",0.003986349
BC16,BP,GO:0032413,negative regulation of ion transmembrane transporter activity,"Prkca, Calm1, Ank3, Hecw1",0.004349331
BC16,BP,GO:0022604,regulation of cell morphogenesis,"Strip2, Kalrn, Ntng1, Dock1, Myo10, Rhoj, Sema3e",0.004349331
BC16,BP,GO:0060047,heart contraction,"Prkca, Calm1, Adrb1, Gnao1, Tgfb2, Pde4b",0.004349331
BC16,BP,GO:0035725,sodium ion transmembrane transport,"Asic2, Slc24a4, Slc4a4, Ank3, Hecw1",0.004352879
BC16,BP,GO:0043547,positive regulation of GTPase activity,"Rgs7, Kalrn, Ralgapa2, Adrb1, Gnao1, Asap2",0.004352879
BC16,BP,GO:0099633,protein localization to postsynaptic specialization membrane,"Kalrn, Gpc6, Dlg2",0.004352879
BC16,BP,GO:0099645,neurotransmitter receptor localization to postsynaptic specialization membrane,"Kalrn, Gpc6, Dlg2",0.004352879
BC16,BP,GO:0051965,positive regulation of synapse assembly,"Prkca, Asic2, Lrrtm4, Il1rap",0.004352879
BC16,BP,GO:0010632,regulation of epithelial cell migration,"Prkca, Ptprr, Hdac9, Dock1, Tgfb2, Rhoj",0.004559657
BC16,BP,GO:0003015,heart process,"Prkca, Calm1, Adrb1, Gnao1, Tgfb2, Pde4b",0.004914388
BC16,BP,GO:0010634,positive regulation of epithelial cell migration,"Prkca, Hdac9, Dock1, Tgfb2, Rhoj",0.004978898
BC16,BP,GO:0045785,positive regulation of cell adhesion,"Prkca, Dock1, Myo10, Tgfb2, Fmn1, Ank3, Edil3, Nrg1",0.005008969
BC16,BP,GO:0007613,memory,"Kalrn, Adrb1, Sorcs3, Snap25, Nrg1",0.00514013
BC16,BP,GO:0034764,positive regulation of transmembrane transport,"Asic2, Rgs7, Calm1, Adrb1, Ank3, Stim2",0.005463458
BC16,BP,GO:0032410,negative regulation of transporter activity,"Prkca, Calm1, Ank3, Hecw1",0.005463458
BC16,BP,GO:0090257,regulation of muscle system process,"Prkca, Calm1, Prkg1, Adrb1, Pde4b, Nr4a1",0.005492241
BC16,BP,GO:0099003,vesicle-mediated transport in synapse,"Prkca, Calm1, Syt9, Dgki, Snap25, Nrg1",0.005492241
BC16,BP,GO:0006942,regulation of striated muscle contraction,"Calm1, Adrb1, Pde4b, Nr4a1",0.005492241
BC16,BP,GO:0060402,calcium ion transport into cytosol,"Calm1, Slc24a4, Trpm1, Adrb1, Tgfb2",0.006287561
BC16,BP,GO:0034110,regulation of homotypic cell-cell adhesion,"Prkca, Prkg1, Ank3",0.006287561
BC16,BP,GO:1905606,regulation of presynapse assembly,"Il1rap, Gpc6, Mdga1",0.00672693
BC16,BP,GO:1903169,regulation of calcium ion transmembrane transport,"Calm1, Adrb1, Tgfb2, Pde4b, Stim2",0.007160098
BC16,BP,GO:1904063,negative regulation of cation transmembrane transport,"Calm1, Tgfb2, Ank3, Hecw1",0.007800039
BC16,BP,GO:0099174,regulation of presynapse organization,"Il1rap, Gpc6, Mdga1",0.008746026
BC16,BP,GO:0007612,learning,"Kalrn, Tanc1, Sorcs3, Dgki, Snap25",0.009153499
BC16,BP,GO:0051924,regulation of calcium ion transport,"Calm1, Adrb1, Gnao1, Tgfb2, Pde4b, Stim2",0.009177069
BC16,BP,GO:0051606,detection of stimulus,"Asic2, Calm1, Ano3, Slc24a4, Kcnmb2, Dnaja1",0.009763678
BC16,BP,GO:0010038,response to metal ion,"Calm1, Pam, Dlg2, Kcnmb2, Syt9, Ank3",0.010010431
BC16,BP,GO:0032970,regulation of actin filament-based process,"Pam, Adrb1, Ppm1e, Tgfb2, Fmn1, Pde4b, Sema3e",0.010979896
BC16,BP,GO:0001764,neuron migration,"Prkg1, Dab1, Ntng1, Mdga1, Nrg1",0.010994986
BC16,BP,GO:0005513,detection of calcium ion,"Calm1, Kcnmb2",0.012741
BC16,BP,GO:0043534,blood vessel endothelial cell migration,"Prkca, Hdac9, Rhoj, Nr4a1",0.013339226
BC16,BP,GO:0006936,muscle contraction,"Prkca, Calm1, Prkg1, Adrb1, Pde4b, Nr4a1",0.013415894
BC16,BP,GO:0002042,cell migration involved in sprouting angiogenesis,"Hdac9, Rhoj, Nr4a1",0.015549157
BC16,BP,GO:0002040,sprouting angiogenesis,"Hdac9, Rhoj, Nr4a1, Sema3e",0.016085431
BC16,BP,GO:0099054,presynapse assembly,"Il1rap, Gpc6, Mdga1",0.016085431
BC16,BP,GO:0045161,neuronal ion channel clustering,"Dlg2, Ank3",0.016611283
BC16,BP,GO:0099159,regulation of modification of postsynaptic structure,"Kalrn, Cttnbp2",0.016611283
BC16,BP,GO:0043270,positive regulation of ion transport,"Asic2, Rgs7, Calm1, Adrb1, Ank3, Stim2",0.016611283
BC16,BP,GO:0051651,maintenance of location in cell,"Calm1, Tgfb2, Syne1, Sorl1, Ank3",0.017012846
BC16,BP,GO:0043536,positive regulation of blood vessel endothelial cell migration,"Prkca, Hdac9, Rhoj",0.017012846
BC16,BP,GO:0099504,synaptic vesicle cycle,"Prkca, Calm1, Syt9, Dgki, Snap25",0.019617288
BC16,BP,GO:0051280,negative regulation of release of sequestered calcium ion into cytosol,"Calm1, Tgfb2",0.02099982
BC16,BP,GO:1901841,regulation of high voltage-gated calcium channel activity,"Calm1, Pde4b",0.02099982
BC16,BP,GO:0099172,presynapse organization,"Il1rap, Gpc6, Mdga1",0.02099982
BC16,BP,GO:0002024,diet induced thermogenesis,"Adrb1, Sorl1",0.023056874
BC16,BP,GO:0098696,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,"Kalrn, Gpc6",0.023056874
BC16,BP,GO:0098885,modification of postsynaptic actin cytoskeleton,"Kalrn, Cttnbp2",0.023056874
BC16,BP,GO:0006813,potassium ion transport,"Rgs7, Slc24a4, Kcnh5, Kcnmb2, Ank3",0.023056874
BC16,BP,GO:0006874,cellular calcium ion homeostasis,"Prkca, Calm1, Slc24a4, Trpm1, Adrb1, Tgfb2, Stim2",0.023116823
BC16,BP,GO:0051962,positive regulation of nervous system development,"Prkca, Asic2, Lrrtm4, Kalrn, Il1rap, Nrg1",0.023203066
BC16,BP,GO:0098876,vesicle-mediated transport to the plasma membrane,"Kif13a, Sorl1, Ank3, Snap25",0.023299386
BC16,BP,GO:0097553,calcium ion transmembrane import into cytosol,"Calm1, Slc24a4, Adrb1, Tgfb2",0.024087702
BC16,BP,GO:0006814,sodium ion transport,"Asic2, Slc24a4, Slc4a4, Ank3, Hecw1",0.024087702
BC16,BP,GO:0003222,ventricular trabecula myocardium morphogenesis,"Tgfb2, Nrg1",0.024087702
BC16,BP,GO:0051284,positive regulation of sequestering of calcium ion,"Calm1, Tgfb2",0.024087702
BC16,BP,GO:1900452,regulation of long-term synaptic depression,"Sorcs3, Dgki",0.024087702
BC16,BP,GO:0031589,cell-substrate adhesion,"Atrnl1, Ntng1, Dock1, Fmn1, Edil3, Sema3e",0.024087702
BC16,BP,GO:0022029,telencephalon cell migration,"Dab1, Mdga1, Nrg1",0.025397967
BC16,BP,GO:0032507,maintenance of protein location in cell,"Syne1, Sorl1, Ank3",0.026054225
BC16,BP,GO:0051926,negative regulation of calcium ion transport,"Calm1, Gnao1, Tgfb2",0.026054225
BC16,BP,GO:1905244,regulation of modification of synaptic structure,"Kalrn, Cttnbp2",0.026108968
BC16,BP,GO:0033002,muscle cell proliferation,"Prkca, Kalrn, Prkg1, Tgfb2, Nrg1",0.026697468
BC16,BP,GO:0090150,establishment of protein localization to membrane,"Calm1, Kif13a, Frmpd1, Ank3, Snap25",0.026940995
BC16,BP,GO:0021885,forebrain cell migration,"Dab1, Mdga1, Nrg1",0.02717144
BC16,BP,GO:0055117,regulation of cardiac muscle contraction,"Calm1, Adrb1, Pde4b",0.02717144
BC16,BP,GO:0010002,cardioblast differentiation,"Tgfb2, Nrg1",0.027339003
BC16,BP,GO:0010523,negative regulation of calcium ion transport into cytosol,"Calm1, Tgfb2",0.027339003
BC16,BP,GO:0045821,positive regulation of glycolytic process,"Zbtb20, Slc4a4",0.027339003
BC16,BP,GO:1905209,positive regulation of cardiocyte differentiation,"Tgfb2, Nrg1",0.027339003
BC16,BP,GO:0008360,regulation of cell shape,"Strip2, Myo10, Rhoj, Sema3e",0.028810249
BC16,BP,GO:0045986,negative regulation of smooth muscle contraction,"Prkg1, Adrb1",0.029854826
BC16,BP,GO:0007626,locomotory behavior,"Kalrn, Dab1, Gnao1, Snap25, Nrg1",0.030679938
BC16,BP,GO:0048148,behavioral response to cocaine,"Sdk1, Kalrn",0.032199411
BC16,BP,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,"Hdac9, Rhoj",0.032199411
BC16,BP,GO:0030900,forebrain development,"Tox, Prkg1, Dab1, Prdm8, Mdga1, Nrg1",0.032685441
BC16,BP,GO:0034109,homotypic cell-cell adhesion,"Prkca, Prkg1, Ank3",0.032726944
BC16,BP,GO:0051961,negative regulation of nervous system development,"Dab1, Sorl1, Mdga1, Sema3e",0.033492439
BC16,BP,GO:0009266,response to temperature stimulus,"Ano3, Adrb1, Dnaja1, Pde4b",0.03398304
BC16,BP,GO:0003407,neural retina development,"Sdk1, Trpm1, Tgfb2",0.035664117
BC16,BP,GO:0043279,response to alkaloid,"Sdk1, Kalrn, Casp7",0.036669382
BC16,BP,GO:0006887,exocytosis,"Prkca, Calm1, Syt9, Dgki, Lin7a, Snap25",0.03752287
BC16,BP,GO:0006941,striated muscle contraction,"Calm1, Adrb1, Pde4b, Nr4a1",0.03752287
BC16,BP,GO:0060998,regulation of dendritic spine development,"Sdk1, Kalrn, Nrg1",0.038404012
BC16,BP,GO:0045055,regulated exocytosis,"Prkca, Calm1, Syt9, Dgki, Snap25",0.038404012
BC16,BP,GO:0031629,synaptic vesicle fusion to presynaptic active zone membrane,"Syt9, Snap25",0.03889785
BC16,BP,GO:2000300,regulation of synaptic vesicle exocytosis,"Prkca, Calm1, Dgki",0.040267801
BC16,BP,GO:0003012,muscle system process,"Prkca, Calm1, Prkg1, Adrb1, Pde4b, Nr4a1",0.04055001
BC16,BP,GO:0060041,retina development in camera-type eye,"Sdk1, Trpm1, Tgfb2, Rhoj",0.040710964
BC16,BP,GO:0099500,vesicle fusion to plasma membrane,"Syt9, Snap25",0.040800683
BC16,BP,GO:1902683,regulation of receptor localization to synapse,"Kalrn, Gpc6",0.040800683
BC16,BP,GO:1901019,regulation of calcium ion transmembrane transporter activity,"Calm1, Pde4b, Stim2",0.042163063
BC16,BP,GO:1904427,positive regulation of calcium ion transmembrane transport,"Calm1, Adrb1, Stim2",0.042163063
BC16,BP,GO:0071880,adenylate cyclase-activating adrenergic receptor signaling pathway,"Adrb1, Pde4b",0.042163063
BC16,BP,GO:0090330,regulation of platelet aggregation,"Prkca, Prkg1",0.042163063
BC16,BP,GO:0098703,calcium ion import across plasma membrane,"Slc24a4, Adrb1",0.042163063
BC16,BP,GO:0099010,modification of postsynaptic structure,"Kalrn, Cttnbp2",0.042163063
BC16,BP,GO:1902473,regulation of protein localization to synapse,"Kalrn, Gpc6",0.042163063
BC16,BP,GO:0072659,protein localization to plasma membrane,"Kalrn, Efr3b, Kif13a, Gpr179, Ank3",0.042308371
BC16,BP,GO:0035051,cardiocyte differentiation,"Nebl, Adrb1, Tgfb2, Nrg1",0.043230714
BC16,BP,GO:1903305,regulation of regulated secretory pathway,"Prkca, Calm1, Syt9, Dgki",0.043230714
BC16,BP,GO:1902656,calcium ion import into cytosol,"Slc24a4, Adrb1",0.044322252
BC16,BP,GO:0043409,negative regulation of MAPK cascade,"Prkca, Ptprr, Sorl1, Dnaja1",0.044954594
BC16,BP,GO:0043535,regulation of blood vessel endothelial cell migration,"Prkca, Hdac9, Rhoj",0.044954594
BC16,BP,GO:0019932,second-messenger-mediated signaling,"Calm1, Slc24a4, Prkg1, Pde10a, Nrg1",0.044954594
BC16,BP,GO:0048644,muscle organ morphogenesis,"Arid5b, Tgfb2, Nrg1",0.045851359
BC16,BP,GO:0048499,synaptic vesicle membrane organization,"Syt9, Snap25",0.046210583
BC16,CC,GO:0097060,synaptic membrane,"Lrrtm4, Rgs7, Dlg2, Ntng1, Sorcs3, Syne1, Ank3, Dgki, Lin7a, Snap25, Nrg1",1.15E-05
BC16,CC,GO:0098793,presynapse,"Prkca, Rgs7, Calm1, Tanc1, Dlg2, Ntng1, Cttnbp2, Syt9, Pde4b, Dgki, Snap25, Nrg1",1.15E-05
BC16,CC,GO:0098978,glutamatergic synapse,"Lrrtm4, Rgs7, Il1rap, Dlg2, Ntng1, Sorcs3, Cttnbp2, Dgki, Snap25, Nrg1",1.15E-05
BC16,CC,GO:0098984,neuron to neuron synapse,"Kalrn, Ablim1, Dab1, Dlg2, Map4, Sorcs3, Syt9, Pde4b, Dgki, Nrg1",2.54E-05
BC16,CC,GO:0014069,postsynaptic density,"Kalrn, Ablim1, Dab1, Dlg2, Map4, Sorcs3, Pde4b, Dgki, Nrg1",8.82E-05
BC16,CC,GO:0032279,asymmetric synapse,"Kalrn, Ablim1, Dab1, Dlg2, Map4, Sorcs3, Pde4b, Dgki, Nrg1",9.17E-05
BC16,CC,GO:0099572,postsynaptic specialization,"Kalrn, Ablim1, Dab1, Dlg2, Map4, Sorcs3, Pde4b, Dgki, Nrg1",0.000109418
BC16,CC,GO:0045211,postsynaptic membrane,"Lrrtm4, Rgs7, Dlg2, Sorcs3, Syne1, Ank3, Lin7a, Nrg1",0.000125237
BC16,CC,GO:0008021,synaptic vesicle,"Calm1, Dlg2, Cttnbp2, Syt9, Pde4b, Dgki, Snap25",0.000169928
